Time[s], SCIO
1.022358875, 1
1.022624875, 0
1.022895375, 1
1.023161375, 0
1.0244548125, 1
1.0247208125, 0
1.0260053125, 1
1.026271375, 0
1.02655075, 1
1.02681675, 0
1.0281013125, 1
1.0283673125, 0
1.0286585625, 1
1.0289245625, 0
1.0291950625, 1
1.0294610625, 0
1.0307545, 1
1.0310205625, 0
1.031291, 1
1.0315570625, 0
1.0328504375, 1
1.0331165, 0
1.0333869375, 1
1.0336529375, 0
1.034946375, 1
1.035212375, 0
1.036496875, 1
1.0367629375, 0
1.0370423125, 1
1.0373083125, 0
1.0385928125, 1
1.0388588125, 0
1.03913825, 1
1.03940425, 0
1.04068875, 1
1.04095475, 0
1.0412341875, 1
1.0415001875, 0
1.0427846875, 1
1.0430506875, 0
1.0433300625, 1
1.043596125, 0
1.0438665625, 1
1.0441325625, 0
1.045437875, 1
1.045703875, 0
1.045974375, 1
1.046240375, 0
1.04753375, 1
1.04779975, 0
1.04807025, 1
1.04833625, 0
1.0496296875, 1
1.0498956875, 0
1.0511801875, 1
1.05144625, 0
1.051725625, 1
1.051991625, 0
1.0532761875, 1
1.0535421875, 0
1.0538215625, 1
1.0540875625, 0
1.055372125, 1
1.055638125, 0
1.0559175, 1
1.0561835, 0
1.057468, 1
1.0577340625, 0
1.0580134375, 1
1.0582794375, 0
1.0585499375, 1
1.0588159375, 0
1.060109375, 1
1.0603754375, 0
1.060645875, 1
1.0609119375, 0
1.06221725, 1
1.06248325, 0
1.06376775, 1
1.06403375, 0
1.0643131875, 1
1.0645791875, 0
1.0648496875, 1
1.0651156875, 0
1.066409125, 1
1.066675125, 0
1.066945625, 1
1.0672116875, 0
1.068505125, 1
1.068771125, 0
1.069041625, 1
1.069307625, 0
1.0706010625, 1
1.0708670625, 0
1.0711375625, 1
1.0714035625, 0
1.072697, 1
1.0729630625, 0
1.0732335625, 1
1.0734995625, 0
1.074793, 1
1.0750590625, 0
1.0753295, 1
1.0755955625, 0
1.076889, 1
1.077155, 0
1.0784395, 1
1.0787055, 0
1.078978, 1
1.0792410625, 0
1.08946325, 1
1.0897273125, 0
1.092394375, 1
1.0926604375, 0
1.0929309375, 1
1.0931969375, 0
1.094490375, 1
1.0947564375, 0
1.095026875, 1
1.0952929375, 0
1.096586375, 1
1.0968524375, 0
1.0981369375, 1
1.098403, 0
1.098682375, 1
1.0989484375, 0
1.0992189375, 1
1.0994849375, 0
1.1007784375, 1
1.1010444375, 0
1.102329, 1
1.102595, 0
1.102874375, 1
1.1031404375, 0
1.1034109375, 1
1.1036769375, 0
1.104970375, 1
1.1052364375, 0
1.106521, 1
1.106787, 0
1.1070664375, 1
1.1073324375, 0
1.108617, 1
1.108883, 0
1.1091743125, 1
1.1094403125, 0
1.1097108125, 1
1.1099768125, 0
1.11127025, 1
1.1115363125, 0
1.11180675, 1
1.1120728125, 0
1.1133661875, 1
1.11363225, 0
1.11390275, 1
1.11416875, 0
1.1154621875, 1
1.1157281875, 0
1.11701275, 1
1.11727875, 0
1.1175581875, 1
1.1178241875, 0
1.11910875, 1
1.11937475, 0
1.1196541875, 1
1.1199201875, 0
1.12120475, 1
1.12147075, 0
1.1217501875, 1
1.1220161875, 0
1.12330075, 1
1.12356675, 0
1.1238461875, 1
1.1241121875, 0
1.1243826875, 1
1.1246486875, 0
1.125954, 1
1.1262200625, 0
1.1264905625, 1
1.1267565625, 0
1.12805, 1
1.128316, 0
1.1285865, 1
1.1288525625, 0
1.1301459375, 1
1.130412, 0
1.1316965, 1
1.1319625, 0
1.132241875, 1
1.1325079375, 0
1.1337924375, 1
1.1340584375, 0
1.134337875, 1
1.134603875, 0
1.1358884375, 1
1.1361544375, 0
1.136433875, 1
1.136699875, 0
1.1379844375, 1
1.1382504375, 0
1.138529875, 1
1.138795875, 0
1.139066375, 1
1.139332375, 0
1.140625875, 1
1.140891875, 0
1.141162375, 1
1.1414284375, 0
1.14273375, 1
1.1429998125, 0
1.1442843125, 1
1.144550375, 0
1.14482975, 1
1.1450958125, 0
1.1453663125, 1
1.1456323125, 0
1.14692575, 1
1.1471918125, 0
1.1474623125, 1
1.1477283125, 0
1.1490218125, 1
1.1492878125, 0
1.1495583125, 1
1.149824375, 0
1.1511178125, 1
1.1513838125, 0
1.1516543125, 1
1.151920375, 0
1.1532138125, 1
1.153479875, 0
1.153750375, 1
1.154016375, 0
1.1553098125, 1
1.155575875, 0
1.155846375, 1
1.156112375, 0
1.1574058125, 1
1.157671875, 0
1.158956375, 1
1.1592224375, 0
1.159494875, 1
1.159758, 0
1.169980125, 1
1.1702441875, 0
1.1729113125, 1
1.173177375, 0
1.173447875, 1
1.173713875, 0
1.1750073125, 1
1.1752733125, 0
1.1755438125, 1
1.175809875, 0
1.17710325, 1
1.1773693125, 0
1.1786538125, 1
1.1789198125, 0
1.17919925, 1
1.17946525, 0
1.17973575, 1
1.1800018125, 0
1.18129525, 1
1.18156125, 0
1.1828458125, 1
1.183111875, 0
1.18339125, 1
1.1836573125, 0
1.18392775, 1
1.1841938125, 0
1.18548725, 1
1.1857533125, 0
1.1870378125, 1
1.187303875, 0
1.18758325, 1
1.1878493125, 0
1.1891338125, 1
1.189399875, 0
1.1896911875, 1
1.1899571875, 0
1.1902276875, 1
1.19049375, 0
1.1917871875, 1
1.1920531875, 0
1.1923236875, 1
1.19258975, 0
1.193883125, 1
1.1941491875, 0
1.1944196875, 1
1.19468575, 0
1.1959791875, 1
1.1962451875, 0
1.19752975, 1
1.19779575, 0
1.1980751875, 1
1.1983411875, 0
1.1996256875, 1
1.19989175, 0
1.200171125, 1
1.2004371875, 0
1.2017216875, 1
1.20198775, 0
1.202267125, 1
1.2025331875, 0
1.2038176875, 1
1.20408375, 0
1.204363125, 1
1.2046291875, 0
1.2048996875, 1
1.2051656875, 0
1.2064710625, 1
1.2067370625, 0
1.2070075625, 1
1.207273625, 0
1.2085670625, 1
1.2088330625, 0
1.2091035625, 1
1.209369625, 0
1.2106630625, 1
1.210929125, 0
1.212213625, 1
1.2124796875, 0
1.2127590625, 1
1.213025125, 0
1.214309625, 1
1.2145756875, 0
1.2148550625, 1
1.2151210625, 0
1.216405625, 1
1.216671625, 0
1.2169510625, 1
1.2172170625, 0
1.218501625, 1
1.218767625, 0
1.2190470625, 1
1.2193130625, 0
1.2195835625, 1
1.219849625, 0
1.2211430625, 1
1.2214090625, 0
1.2216795625, 1
1.221945625, 0
1.2232509375, 1
1.223517, 0
1.2248015, 1
1.2250675625, 0
1.2253469375, 1
1.225613, 0
1.2258834375, 1
1.2261495, 0
1.2274429375, 1
1.2277089375, 0
1.2279794375, 1
1.2282455, 0
1.2295389375, 1
1.229805, 0
1.2300754375, 1
1.2303415, 0
1.2316349375, 1
1.231901, 0
1.2321715, 1
1.2324375, 0
1.2337309375, 1
1.233997, 0
1.2342675, 1
1.2345335, 0
1.2358269375, 1
1.236093, 0
1.2363635, 1
1.2366295, 0
1.2379229375, 1
1.238189, 0
1.2394735, 1
1.2397395625, 0
1.2400120625, 1
1.240275125, 0
1.2504971875, 1
1.25076125, 0
1.253428375, 1
1.253694375, 0
1.253964875, 1
1.2542309375, 0
1.255524375, 1
1.255790375, 0
1.256060875, 1
1.2563269375, 0
1.257620375, 1
1.2578864375, 0
1.2591709375, 1
1.259437, 0
1.259716375, 1
1.2599824375, 0
1.2602529375, 1
1.260519, 0
1.2618124375, 1
1.2620784375, 0
1.2633629375, 1
1.263629, 0
1.263908375, 1
1.2641744375, 0
1.2644449375, 1
1.2647109375, 0
1.266004375, 1
1.2662704375, 0
1.267555, 1
1.267821, 0
1.2681004375, 1
1.2683665, 0
1.269651, 1
1.2699170625, 0
1.270208375, 1
1.270474375, 0
1.270744875, 1
1.2710109375, 0
1.272304375, 1
1.272570375, 0
1.272840875, 1
1.2731069375, 0
1.274400375, 1
1.2746664375, 0
1.2749369375, 1
1.2752029375, 0
1.276496375, 1
1.2767624375, 0
1.2780469375, 1
1.278313, 0
1.278592375, 1
1.2788584375, 0
1.2801429375, 1
1.2804089375, 0
1.280688375, 1
1.280954375, 0
1.282238875, 1
1.2825049375, 0
1.2827843125, 1
1.283050375, 0
1.284334875, 1
1.2846009375, 0
1.2848803125, 1
1.285146375, 0
1.285416875, 1
1.2856829375, 0
1.28698825, 1
1.28725425, 0
1.28752475, 1
1.2877908125, 0
1.28908425, 1
1.2893503125, 0
1.2896208125, 1
1.2898868125, 0
1.29118025, 1
1.2914463125, 0
1.2927308125, 1
1.292996875, 0
1.29327625, 1
1.2935423125, 0
1.2948268125, 1
1.295092875, 0
1.29537225, 1
1.2956383125, 0
1.296922875, 1
1.297188875, 0
1.2974683125, 1
1.2977343125, 0
1.299018875, 1
1.299284875, 0
1.2995643125, 1
1.2998303125, 0
1.3001008125, 1
1.300366875, 0
1.3016603125, 1
1.3019263125, 0
1.3021968125, 1
1.302462875, 0
1.3037681875, 1
1.30403425, 0
1.30531875, 1
1.3055848125, 0
1.30586425, 1
1.30613025, 0
1.30640075, 1
1.3066668125, 0
1.30796025, 1
1.3082263125, 0
1.30849675, 1
1.3087628125, 0
1.31005625, 1
1.3103223125, 0
1.3105928125, 1
1.310858875, 0
1.3121523125, 1
1.3124183125, 0
1.3126888125, 1
1.312954875, 0
1.3142483125, 1
1.314514375, 0
1.314784875, 1
1.315050875, 0
1.3163443125, 1
1.316610375, 0
1.316880875, 1
1.3171469375, 0
1.318440375, 1
1.318706375, 0
1.3199909375, 1
1.320257, 0
1.3205294375, 1
1.3207925, 0
